full_id,osm_id,osm_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,email,name,phone,url,addr:state,website,type,wikimapa:author,opening_hours,addr:suburb,denomination,religion,wheelchair,IPP:BAIRRO,IPP:CHAVE,IPP:CODATIVIDA,IPP:CODBAIRRO,IPP:COD_INEP,IPP:COD_SMA,IPP:CRE,IPP:DESIGNACAO,IPP:ENDNOVO,IPP:FLG_VALIDA,IPP:OBS,IPP:ENDERECO,IPP:TELEFONES,fee,operator,operator:type,building,addr:housename,historic,suburb,alt_name,start_date,school,sport,barrier,entrance,description,short_name,phone:2,level,official_name,school_type,bicycle,foot,addr:place,fax,office,display,support,visibility,bicycle_parking,capacity,covered,pt:bicycle_parking,access,natural,wikidata,wikipedia,name:en,name:pt,language,addr:unit,loc_name,education,min_age,layer,parking,internet_access,internet_access:fee,grades,survey:date,x,y
n823951397,"823951397",node,Rio de Janeiro,BR,"6742",,Avenida Dom Hélder Câmara,school,,Escola Municipal Alagoas,+55-21-22698345,,,,,,,,,,,Pilares,"11807","0","071","33072523","011807","03","0313051",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11807&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2941334000,-22.8813505000
n823951399,"823951399",node,Rio de Janeiro,,"40",,Travessa Saião Lobato,school,,Escola Municipal Humberto de Campos,+55 21 2568-7273,,,,,,,Mangueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2388468000,-22.9043462000
n823951404,"823951404",node,,,"479",,Rua Ponta Porã,school,,Escola Municipal Maria Baptistina Duffles Teixeira Lott,+55-21-33910383,,,,,,,,,,,Vista Alegre,"10919","0","075","33074550","010919","05","0514008",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10919&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3162952000,-22.8319000000
n823951418,"823951418",node,,,,,,school,,Creche Municipal Barbosa Lima Sobrinho,,,,,,,,,,,,Jardim America,"18643","0","049","33137331","018643","04","0431602",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18643&cmd=load,,,RUA DO DIQUE166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3193022000,-22.8026747000
n823951426,"823951426",node,,,,,,school,,Escola Municipal São Camilo de Lelis,,,,,,,,,,,,Campo Grande,"11122","0","144","33083410","011122","09","0918039",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11122&cmd=load,S,,"Avenida Aldo Botelho, S/Nº - Benjamin Dumont ",2415-5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5811039000,-22.9167320000
n823951430,"823951430",node,,,,,,school,,Creche Municipal Sônia Maria de M. Angel Jones,,,,,,,,,,,,Pavuna,"18767","0","114","33096155","018767","06","0625609",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18767&cmd=load,S,,ALAMEDA CALDENSE253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3531613000,-22.8134789000
n823951435,"823951435",node,,,,,,school,,Escola Municipal Professora Zuleika Nunes de Alencar,,,,,,,,,,,,Barra Da Tijuca,"11703","0","128","33087989","011703","07","0724013",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11703&cmd=load,N,segundo o diretor não consta o nome da escola,"Rua Des. Antonio Pereira Pinto, 400",2433-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3698520000,-23.0092992000
n823951436,"823951436",node,,,,,,school,,Escola Municipal Professor Lauro Travassos,,,,,,,,,,,,Bangu,"11055","0","141","33081042","011055","08","0817055",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11055&cmd=load,S,,"Estr. da Cancela Preta, 1.797  ",3309-2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4580315000,-22.8538542000
n823951437,"823951437",node,Rio de Janeiro,BR,"112",,Rua Cônego Tobias,school,,Escola Municipal Bento Ribeiro,,,,,,,,,,,,Méier,"11838","0","063","33072574","011838","03","0313020",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11838&cmd=load,S,,,2269-6796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2800750000,-22.9040260000
n823951451,"823951451",node,Rio de Janeiro,BR,"1745",,Rua Barão do Bom Retiro,school,,Escola Municipal Noel Rosa,+55-21-25780066,,,,,,,,,,,Vila Isabel,"10877","0","036","33068356","010877","02","0209011",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10877&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2624796000,-22.9156194000
n823951458,"823951458",node,,,,,,school,,Escola Municipal Professora Leila Mehl Menezes de Mattos,,,,,,,,,,,,Paciência,"11203","0","148","33084998","011203","10","1019039",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11203&cmd=load,S,,"Avenida do Canal, S/Nº - Manguariba ",2413-6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6277739000,-22.8731998000
n823951464,"823951464",node,,,,,Rua Minduri,school,,Escola Municipal Miguel Gustavo,"+552133916307",,,,,,,Brás de Pina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3023884000,-22.8346754000
n823951477,"823951477",node,,,,,,school,,Escola Municipal Joaquim da Silva Gomes,,,,,,,,,,,,Santa Cruz,"11211","0","149","33084769","011211","10","1019047",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11211&cmd=load,N,"O predio pertence a sede da CRe, a localização correta da UE é o predio ao lado","Avenida Padre Guilherme Decaminada, S/Nº  ",3395-0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6881754000,-22.9101891000
n823951483,"823951483",node,,,,,,school,,Creche Municipal Zilka Salaberry,,,,,,,,,,,,Acari,"39760","0","111","33158088","039760","06","0625611",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39760&cmd=load,S,,Rua Piracambu 590 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3457337000,-22.8242778000
n823951486,"823951486",node,,,,,,school,,Classe em Cooperação Frei Cassiano,,,,,,,,,,,,Tijuca,"10858","0","033","33067066","010858","02","0208014",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10858&cmd=load,S,,"Rua Joaquim Pizarro, 500  ",2568-2892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2162858000,-22.9250371000
n823951488,"823951488",node,,,,,,school,,Escola Municipal Lima Barreto,,,,,,,,,,,,Realengo,"11960","0","139","33080720","011960","08","0833019",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11960&cmd=load,S,,"Rua Olavo Souza Aguiar, S/Nº  ","33311950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4245337000,-22.8670783000
n823951495,"823951495",node,,,"187",,Rua Carlos Chamberland,school,,Escola Municipal Miguel Ângelo,+55-21-33911350,,,,,,,,,,,Penha Circular,"11354","0","044","33074593","011354","04","0411021",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11354&cmd=load,S,Bairro Vila da Penha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3045756000,-22.8448398000
n823951496,"823951496",node,,,,,,school,,Creche Municipal Cecília Meireles,,,,,,,,,,,,Campo Grande,"18663","0","144","33095990","018663","09","0918606",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18663&cmd=load,S,,RUA DO RADIOS/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5616740000,-22.8918464000
n823951500,"823951500",node,,,"49",,Rua Amâncio Bezerra,school,,Escola Municipal Francisco Sertorio Portinho,+55-21-33713612,,,,,,,,,,,Irajá,"10937","0","076","33074429","010937","05","0514026",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10937&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3272214000,-22.8298249000
n823951501,"823951501",node,,,,,,school,,Escola Municipal Collechio,,,,,,,,,,,,Bangu,"11013","0","141","33080267","011013","08","0817013",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11013&cmd=load,N,Predio novoem novo endereço,"Rua Francisco Barreto, 829  ",3331-1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4817838000,-22.8811091000
n823951502,"823951502",node,,,,,,school,,Escola Municipal Magdalena Tagliaferro,,,,,,,,,,,,Tauá,"11308","0","101","33086117","011308","04","0420018",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11308&cmd=load,S,,"Rua Menino Jesus de Praga, S/Nº  ",3396-4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1799242000,-22.7974095000
n823951508,"823951508",node,,,,,,school,,Escola Municipal Presidente Arthur Bernardes,,,,,,,,,,,,Campo Grande,"11112","0","144","33083185","011112","09","0918029",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11112&cmd=load,S,,"Rua Peropaba, 125 Monteiro  ",3364-5272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5645850000,-22.9210752000
n823951509,"823951509",node,Rio de Janeiro,BR,,,Estrada Independência,school,,Classe em Cooperação Dr. Marcelo Candia,+55-21-25728041,,,,,,,,,,,Tijuca,"10859","0","033","33067015","010859","02","0208015",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10859&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2546645000,-22.9395362000
n823951510,"823951510",node,,,,,,school,,Creche Municipal Vila Kennedy,,,,,,,,,,,,Bangu,"18780","0","141","33122075","018780","08","0817612",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18780&cmd=load,S,,RUA TUNIS46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4853335000,-22.8567567000
n823951513,"823951513",node,,,,,,school,,Escola Municipal Rondon,,,,,,,,,,,,Realengo,"11981","0","139","33081107","011981","08","0833040",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11981&cmd=load,S,,"Rua Claudino Barata, 1.267  ",3331-3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4452547000,-22.8943214000
n823951514,"823951514",node,,,,,,school,,Escola Municipal Ary Barroso,,,,,,,,,,,,Brás de Pina,"11351","0","045","33070440","011351","04","0431001",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11351&cmd=load,S,O bairro correto é Cordovil,"Rua Mendoza, 323  ",3391-1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3066902000,-22.8330814000
n823951515,"823951515",node,Rio de Janeiro,BR,153 Fundos,,Rua Ernesto de Souza,school,,Escola Municipal Rodrigo Mello Franco Andrade,+55-21-22387473,,,,,,,,,,,Andaraí,"10884","0","037","33068402","010884","02","0209018",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10884&cmd=load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2504023000,-22.9301976000
n823951516,"823951516",node,,,,,,school,,Escola Municipal Monsenhor Cordioli,,,,,,,,,,,,Cidade De Deus,"11928","0","118","33077975","011928","07","0734004",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11928&cmd=load,S,,"Trav. Hara, S/Nº - Q. 71",2445-2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3619674000,-22.9512427000
n823951517,"823951517",node,,,,,,school,,Escola Municipal Erico Veríssimo,,,,,,,,,,,,Coelho Neto,"11410","0","110","33088250","011410","06","0625006",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11410&cmd=load,S,,"Rua Brigadeiro Ovídio Beraldo, 275  ",2471-9448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3518808000,-22.8250478000
n823951518,"823951518",node,,,,,,school,,Creche Municipal Nossa Senhora da Glória,,,,,,,,,,,,Pedra De Guaratiba,"18733","0","153","33096040","018733","10","1026602",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18733&cmd=load,S,,RUA DA CAPELINHA94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6121880000,-22.9995204000
n823951522,"823951522",node,,,"315",,Rua Mar Grande,school,,Escola Municipal Montese,+55-21-24852200,,,,,,,,,,,Cordovil,"11336","0","046","33070733","011336","04","0431013",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11336&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2921372000,-22.8157839000
n823951528,"823951528",node,,,"190",,Rua Pinheiro Machado,school,,Escola Municipal Anne Frank,+55-21-25526492,,,,,,,,,,,Laranjeiras,"10794","0","017","33064075","010794","02","0204006",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10794&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1834084000,-22.9388311000
n823951530,"823951530",node,Rio de Janeiro,BR,"90",,Rua Barão da Torre,school,,Escola Municipal Presidente José Linhares,+55-21-22475011,,,,,,,,,,,Ipanema,"10820","0","025","33065799","010820","02","0206001",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10820&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1990777000,-22.9833448000
n823951533,"823951533",node,,,,,,school,,Escola Municipal Cornélio Pena,,,,,,,,,,,,Irajá,"11413","0","076","33088241","011413","06","0625009",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11413&cmd=load,N,Pertence à 6ª CRE - Atrás da Casa da Criança Amarelinho na Av. Brasil,"Avenida Brasil, 18.476  ",3371-2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3394666000,-22.8258683000
n823951534,"823951534",node,,,,,,school,,Escola Municipal Augusto Magne,,,,,,,,,,,,Cidade De Deus,"11925","0","118","33077720","011925","07","0734001",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11925&cmd=load,S,,"Trav. Abilene, S/Nº - Q. 76",2445-1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3622455000,-22.9509593000
n823951535,"823951535",node,Rio de Janeiro,BR,"181",,Estrada Velha da Tijuca,school,,Escola Municipal Araújo Porto Alegre,+55-21-22389531,,,,,,,,,,,Alto da Boa Vista,"10861","0","034","33066973","010861","02","0208017",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10861&cmd=load,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2581374000,-22.9479846000
n823951536,"823951536",node,,,,,,school,,Escola Municipal Estácio de Sá,,,,,,,,,,,,Urca,"11251","0","022","33064970","011251","02","0204018",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11251&cmd=load,S,,"Pça. Tenente-Coronel Siqueira, 22",2295-6745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1574667000,-22.9460295000
n823951539,"823951539",node,,,,,,school,,Escola Municipal Professor Teófilo Moreira da Costa,,,,,,,,,,,,Vargem Grande,"11697","0","131","33078300","011697","07","0724019",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11697&cmd=load,S,A Direção sugere o lançamento do CEP para consulta. A Direção ratificou o local.,"Rua Esperança, 387  ",2428-1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4916816000,-22.9817388000
n823951544,"823951544",node,,,,,,school,,Escola Municipal Professora Marise Garcia Miranda,,,,,,,,,,,,Pavuna,"11625","0","114","33088039","011625","06","0625038",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11625&cmd=load,N,Nome correto: Professora Marise Garcia Miranda,"Alameda dos Canários, S/Nº  ",3837-3463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3541281000,-22.8171495000
n823951545,"823951545",node,,,,,,school,,Escola Municipal José Pancetti,,,,,,,,,,,,Realengo,"11968","0","139","33080666","011968","08","0833027",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11968&cmd=load,S,,"Rua Mandacaru, 166",3331-2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4149680000,-22.8860411000
n823951548,"823951548",node,Rio de Janeiro,BR,"11",,Praça Edmundo Rego,school,,Escola Municipal Professor Lourenço Filho,+55-21-25767244,,,,,,,,,,,Grajaú,"10892","0","038","33068380","010892","02","0209026",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10892&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2647088000,-22.9230514000
n823951549,"823951549",node,,,,,,school,,Escola Municipal Professora Jurema Peçanha Giraud,,,,,,,,,,,,Campo Grande,"11152","0","144","33083312","011152","09","0918069",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11152&cmd=load,S,,"Rua Atacama, S/Nº - Vila Nova",2413-3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5819746000,-22.8800701000
n823951554,"823951554",node,Rio de Janeiro,,,,Avenida Ilha das Enxadas,school,,CIEP João Mangabeira,,,,,,,,Bancários,,,,Bancários,"11597","0","097","33085420","011597","04","0420502",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11597&cmd=load,,,"Avenida Ilha das Enxadas, S/Nº",3396-1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1842539000,-22.7881174000
n823951556,"823951556",node,,,,,,school,,Escola Municipal Professora Maria Helena Sampaio Marques,,,,,,,,,,,,Guaratiba,"18802","0","151","33143986","018802","10","1026019",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18802&cmd=load,N,Predio da escola Engenheiro Gastão Rangel,"Estrada do Magarça, 9.183  ",3317-4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6427812000,-22.9802331000
n823951559,"823951559",node,,,,,,school,,Escola Municipal Mane Garrincha - Alegria do Povo,,,,,,,,,,,,Campo Grande,"11118","0","144","33083088","011118","09","0918035",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11118&cmd=load,S,,"Rua Vicente Perrota, S/Nº - Monteiro ",3316-3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5732991000,-22.9399444000
n823951560,"823951560",node,,,"260",,Rua Soldado Servino Mengarda,school,,Escola Municipal Cecília Meirelles,+55-21-33916355,,,,,,,,,,,Vila Kosmos,"10913","0","072","33074364","010913","05","0514002",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10913&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3038295000,-22.8494530000
n823951567,"823951567",node,,,,,,school,,Escola Municipal Orígenes Lessa,,,,,,,,,,,,Realengo,"11988","0","139","33080860","011988","08","0833047",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11988&cmd=load,S,,"Avenida Frederico Faulhaber, S/Nº  ",2301-2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4177937000,-22.8885961000
n823951568,"823951568",node,,,,,,school,,Escola Municipal Embaixador Barros Hurtado,,,,,,,,,,,,Cordovil,"11343","0","046","33070555","011343","04","0431007",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11343&cmd=load,S,,"Rua General Carvalho, 702  ",3351-7756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3066303000,-22.8270874000
n823951569,"823951569",node,,,850 Fundos,,Avenida Bartolomeu de Gusmão,school,,Escola Municipal Mestre Waldemiro,,,,,,,,,,,,São Cristóvão,"11550","0","010","33066329","011550","01","0107502",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11550&cmd=load,N,É no predio a direita perto dos carros brancos estacionados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2291709000,-22.9064562000
n823951570,"823951570",node,,,,,,school,,Escola Municipal Oscar Thompsom,,,,,,,,,,,,Senador Camará,"11036","0","142","33080879","011036","08","0817036",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11036&cmd=load,S,,"Estr. do Mandabua, S/Nº  ",2404-3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4983743000,-22.8839525000
n823951573,"823951573",node,,,,,,school,,Escola Municipal Júlio Cesário de Melo,,,,,,,,,,,,Santa Cruz,"11188","0","149","33084793","011188","10","1019024",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11188&cmd=load,S,,"Estr. de Sepetiba, 2.875  ",3395-1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.6833197000,-22.9542609000
n823951574,"823951574",node,,,,,,school,,Creche Municipal dos Sonhos,,,,,,,,,,,,Tijuca,,"0","033","33147280",,"02","0208607",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor= &cmd=load,,,"Rua Moisés Borges, s/n - Comunidade Chacrinha",2569-1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2211099000,-22.9262375000
n823951575,"823951575",node,,,,,,school,,Escola Municipal Engenheiro Pires do Rio,,,,,,,,,,,,Senador Camará,"11031","0","142","33080380","011031","08","0817031",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11031&cmd=load,S,,"Rua Nova Orleans, S/Nº  ",2403-6033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4845359000,-22.8809407000
n823951577,"823951577",node,,,,,,school,,Ciep Avenida dos Desfiles CA a 4a,,,,,,,,,,,,Cidade Nova,"11241","0","008","33062714","011241","01","0102503",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11241&cmd=load,,,"Avenida Salvador de Sá, S/Nº  ",2293-0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1965500000,-22.9112259000
n823951580,"823951580",node,,,,,,school,,Ciep Gilberto Freire,,,,,,,,,,,,Senador Camará,"11881","0","142","33079102","011881","08","0817501",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11881&cmd=load,S,,"Estr. Taquaral, S/Nº Sítio Moura  ","33313225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.4926830000,-22.8708410000
n823951581,"823951581",node,,,"60",,Rua Paulo VI,school,,Classe em Cooperação Educandário Romão de Mattos Duarte,+55 21 2205-8298,,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10792&cmd=load,,,,Flamengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1788701000,-22.9365669000
n823951582,"823951582",node,,,,,,school,,Escola Municipal Pedro Aleixo,,,,,,,,,,,,Cidade de Deus,"11934","0","118","33078220","011934","07","0734010",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11934&cmd=load,S,,"Pça. da Bíblia, S/Nº  ",2445-4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3547367000,-22.9508415000
n823951583,"823951583",node,,,"19",,Rua Humaitá,school,,Escola Municipal Joaquim Abílio Borges,+55-21-25395308,,,,,,,,,,,Humaitá,"10805","0","021","33064130","010805","02","0204017",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10805&cmd=load,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.1968561000,-22.9542548000
n823951584,"823951584",node,,,,,,school,,Escola Municipal Gastão Penalva,,,,,,,,,,,,Campo Grande,"11160","0","144","33082928","011160","09","0918077",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11160&cmd=load,S,,"Rua Prof. Almerinda de Castro, 191 - V. Nova",2411-3405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.5871354000,-22.8953491000
n823951585,"823951585",node,,,,,,school,,Escola Municipal Mário da Veiga Cabral,,,,,,,,,,,,Tijuca,"10857","0","033","33067155","010857","02","0208013",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=10857&cmd=load,S,,"Avenida Mello Mattos, 34  ",2568-7876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.2208222000,-22.9205721000
n823951586,"823951586",node,,,,,,school,,Creche Municipal Herbert de Souza - Betinho,,,,,,,,,,,,Coelho Neto,"18697","0","110","33121362","018697","06","0625604",http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18697&cmd=load,S,,RUA MACABU55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.3482808000,-22.8366526000
